2.801250000,New Point
3.097500000,New Point
3.157500000,New Point
3.451875000,New Point
3.515625000,New Point
3.778125000,New Point
3.898125000,New Point
4.183125000,New Point
4.261875000,New Point
4.560000000,New Point
4.627500000,New Point
4.875000000,New Point
4.976250000,New Point
5.231250000,New Point
5.310000000,New Point
5.531250000,New Point
5.658750000,New Point
5.917333333,New Point
6.002666667,New Point
6.258666667,New Point
6.346666667,New Point
6.605333333,New Point
6.725333333,New Point
6.970666667,New Point
7.032000000,New Point
7.349333333,New Point
7.424000000,New Point
7.682666667,New Point
7.781333333,New Point
8.045625000,New Point
8.085000000,New Point
8.375625000,New Point
8.448750000,New Point
8.778750000,New Point
8.865000000,New Point
9.753750000,New Point
