2.821333333,New Point
3.141333333,New Point
3.184000000,New Point
3.442666667,New Point
3.514666667,New Point
4.151250000,New Point
4.205333333,New Point
4.512000000,New Point
4.576000000,New Point
4.869333333,New Point
4.925333333,New Point
5.266666667,New Point
5.656000000,New Point
5.909333333,New Point
6.000000000,New Point
6.266666667,New Point
6.357333333,New Point
7.002666667,New Point
7.088000000,New Point
7.290666667,New Point
7.408000000,New Point
7.685333333,New Point
7.786666667,New Point
8.106666667,New Point
8.478750000,New Point
8.745000000,New Point
8.801250000,New Point
9.105000000,New Point
9.172500000,New Point
9.780000000,New Point
9.840000000,New Point
10.132500000,New Point
10.192500000,New Point
10.451250000,New Point
10.560000000,New Point
11.685000000,New Point
