2.858666667,New Point
3.187500000,New Point
3.232500000,New Point
3.510000000,New Point
3.570000000,New Point
4.222500000,New Point
4.266666667,New Point
4.501333333,New Point
4.576000000,New Point
4.858666667,New Point
4.944000000,New Point
5.568000000,New Point
5.653333333,New Point
5.925333333,New Point
6.008000000,New Point
6.240000000,New Point
6.365333333,New Point
7.016000000,New Point
7.101333333,New Point
7.296000000,New Point
7.405333333,New Point
7.674666667,New Point
7.762666667,New Point
8.416000000,New Point
8.509333333,New Point
8.770666667,New Point
8.842666667,New Point
9.128000000,New Point
9.229333333,New Point
9.816000000,New Point
9.882666667,New Point
10.176000000,New Point
10.254666667,New Point
10.544000000,New Point
10.620000000,New Point
11.812500000,New Point
