2.821875000,New Point
3.105000000,New Point
3.165000000,New Point
3.474375000,New Point
3.525000000,New Point
3.787500000,New Point
3.900000000,New Point
4.166250000,New Point
4.240312500,New Point
4.509375000,New Point
4.569375000,New Point
4.865625000,New Point
4.936875000,New Point
5.212500000,New Point
5.268750000,New Point
5.390625000,New Point
5.696000000,New Point
5.914666667,New Point
5.989333333,New Point
6.253333333,New Point
6.354666667,New Point
6.565333333,New Point
6.693333333,New Point
7.001333333,New Point
7.058666667,New Point
7.356000000,New Point
7.430666667,New Point
7.676000000,New Point
7.780000000,New Point
8.050666667,New Point
8.123666667,New Point
8.448666667,New Point
8.489333333,New Point
8.742187500,New Point
8.842500000,New Point
9.588750000,New Point
